name;gender;Great Britain;Ireland;U.S.A.;Italy;Malta;Portugal;Spain;France;Belgium;Luxembourg;the Netherlands;East Frisia;Germany;Austria;Swiss;Iceland;Denmark;Norway;Sweden;Finland;Estonia;Latvia;Lithuania;Poland;Czech Republic;Slovakia;Hungary;Romania;Bulgaria;Bosnia and Herzegovina;Croatia;Kosovo;Macedonia;Montenegro;Serbia;Slovenia;Albania;Greece;Russia;Belarus;Moldova;Ukraine;Armenia;Azerbaijan;Georgia;Kazakhstan/Uzbekistan,etc.;Turkey;Arabia/Persia;Israel;China;India/Sri Lanka;Japan;Korea;Vietnam;other countries
Kitty;F;-7;;-8;;;;;;-8;;-4;;;;;;-7;-7;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Klaudia;F;;;;;;;;;;;;-7;-6;-5;-8;;;;;;;;;-6;;-5;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Klaudiusz;M;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Klaudyna;F;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konrad;M;;;;;;;;;;;;-5;-4;-4;-4;;;;;;;;;-4;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;
Konstanty;M;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kristen;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kristian;M;-8;;;;-8;;;;;;-8;;-8;-8;-8;;-2;-2;-5;-6;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kristie;F;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kristina;F;-8;;-5;;;;;;-6;;-8;-5;-5;-6;-7;;-3;-6;-1;-4;-3;;-3;;-7;;;;-7;-5;-4;;-5;;;-3;-4;;-5;-2;-7;-4;-7;-7;;-6;;;;;;;;;
Kristopher;M;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kristy;F;-8;;-5;;;;;;;;-8;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Krysta;F;;;-8;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Krystal;F;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Krystian;M;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Krystyna;F;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;
Krysztof;M;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kye;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyla;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyle;?F;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kylie;F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kym;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyna;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyra;F;-8;;-8;;;;;;;;-8;;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyran;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lacey;F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lachlan;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laine;?M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lambert;M;-8;;-8;;;;;-8;-6;-6;-6;-7;-8;-7;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamond;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lance;M;-7;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lancelot;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lara;F;-8;;-7;-6;-8;-8;-8;;-7;;-8;-7;;;-6;;;;;;;;;;;;;;;-7;;;;;;-6;;;-7;-7;;-7;;;;;;-5;;;;;;;
Larry;M;-8;-8;-2;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laura;F;-3;-2;-2;-2;-5;-5;-3;-4;-4;-7;-4;;-6;-6;-4;;-5;;;-3;-3;-3;;;;-5;-8;-3;;;;-4;;;;;-4;;;;;;-1;-4;-5;-3;;;;;;;;;
Laurance;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laurel;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauren;?F;-7;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laurence;M;-5;-6;-7;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laurie;?F;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laurin;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lavaine;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laverne;?F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lavinia;F;-7;;;-7;;;-8;;;;;;;;-8;;;;;;;;;;;;;-5;;;;;;;;;;-8;;;;;;;;;;;;;;;;;
Lawrence;M;-4;-8;-3;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lawrie;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leah;F;-7;-6;-5;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;
Lean;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leane;F;-8;;;;;;;;;;;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leanna;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leanne;F;-6;-7;-7;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lear;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lech;M;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lechosław;M;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lee;?M;-3;-5;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leeann;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leeanne;F;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leigh;?F;-6;-6;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leighanne;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leighton;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Len;M;-7;;-8;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lena;F;-6;-6;-6;-7;;;;;;;-8;-6;-6;-6;-6;-4;-3;-4;0;;;-7;;;;;;;-5;;;;;;-8;;;;;;;;-3;-3;;;;;;;;;;;
Lennard;M;-8;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lennie;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lennox;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leo;M;-7;-6;-5;-6;;;;;-4;;-2;-6;-6;-4;-4;;-3;-8;-7;-4;-4;-6;;;-6;;;;;-7;-6;;;;;-7;;;;;;;;;;;;;-7;;;;;;
Leokadia;F;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;
Leon;M;-6;;-5;;;;;;-5;;-3;;-8;;-8;;-5;;;;;;;-6;;;;-7;;;-6;;;;;-4;;;;;;;;;;;;;-6;;;;;;
Leona;F;-8;-8;-6;-8;;;-8;;-5;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leonard;M;-3;;-4;;-6;;;;-7;;-7;-7;;-8;;;;;;;;;;-8;;-6;;-6;;;;;;;;;-3;;;;;;-5;;;;;;;;;;;;
Leonarda;F;;;;-6;;;-8;;;;;;;;;;;;;;;;-4;-7;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;
Leonia;F;;;;-8;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leonie;F;-8;-8;;;;;;;-7;;-4;;-7;-8;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leonora;F;-7;;;-8;;;-8;;-8;;;;;-8;-8;;;;;;;-7;-7;;;;;-6;;;;-3;-6;-8;;;-3;;;;-7;;-8;;;;;;;;;;;;
Leopold;M;;;;;;;;;;;;-8;-8;-2;-8;;;;;;;;;-7;-6;-6;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;
Lesa;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesław;M;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leslee;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesley;?;-3;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leslie;?;-2;-6;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesly;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lester;M;-8;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leszek;M;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Levi;M;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;
Lew;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;-5;;;;;;;;;;;;;;;
Lewis;M;-5;;-5;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lexie;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leyton;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lezlie;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lia;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liam;M;-6;-2;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liane;F;-8;;-8;;;;;;-8;;-6;-5;-5;-6;-8;;-8;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lianne;F;-8;;-8;;;;;;;;-4;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberty;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lidia;F;;;;-3;;;-5;;-7;;;-5;-6;;-6;;;;;;;;;-2;;;;-3;-3;;;;;;;;-8;-8;-4;-5;-1;-3;;;;-7;;;;;;;;;
Ligia;F;;;;;;;-8;;;;;;;;;;;;;;;;;-8;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lilia;F;;;;-6;;;-8;;;;;-6;-7;-8;;;;;;;-3;;;-8;-8;;;-7;-3;;;;;;;;;;-2;-4;-2;-2;-3;-7;;-4;;;;;;;;;
Lilian;F;-2;;;;;;-8;-6;-8;;-4;;;-8;-5;;-4;-8;-4;;-4;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lilianna;F;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lilias;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lillian;F;-5;-6;-4;;;;;;;;;;;-8;-8;;-3;-4;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lillie;F;-8;;-6;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lilly;F;-8;;-8;;;;;;;;-8;-7;-8;-7;-5;;-4;-5;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lily;F;-3;-8;-7;;;;;;-7;-5;-7;;-8;-8;-7;;-7;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;
Lin;F;-8;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lincoln;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Linda;F;-2;-2;-1;-5;;;;-5;-2;-3;-2;-4;-5;-6;-5;-2;-2;-4;-2;-5;-7;-3;;;-8;;;;;;;-6;;;;;;;;;;;;;;;;;-5;;;;;;
Lindsay;?F;-5;-7;-5;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindsey;?F;-5;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindy;F;-8;;-8;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Linette;F;-8;;-8;;;;;;;;-8;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Linsey;F;-8;;-8;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Linton;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lionel;M;-6;;-7;;;;;-3;-5;-6;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lisa;F;-3;-2;-1;-6;;;;-5;-5;;-6;-4;-6;-5;-5;;-3;-7;-2;-6;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;-7;;;;;;
Lissa;F;-8;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Livingstone;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liz;F;-4;-4;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liza;F;-8;-7;-8;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;-8;-8;;;;;;-4;-6;;-7;;;-7;;;;;;
Lizabeth;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lizzie;F;-8;;-8;;;;;;;;;;;;;;-5;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lizzy;F;-8;;-8;;;;;;-8;;-8;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llewellyn;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llinos;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llio;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lloyd;M;-6;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llwyd;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llyn;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llyr;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llywelyn;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Logan;?M;-8;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lois;F;-6;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Longina;F;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lorainne;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Loretta;F;-8;;-4;-5;;;;;;;;;;-8;-8;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;-8;;;;;;;;;;;;
Lorette;F;-8;;;;;;;-8;;;;;;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lorimer;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lorna;F;-4;-5;-7;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lorne;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;
Lorraine;F;-3;-3;-4;;-3;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotty;F;-8;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lou;?M;-7;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Louella;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Louie;M;-7;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Louis;M;-6;-7;-4;;-2;;;-2;-2;-2;-4;;-8;-8;-3;;-6;-7;-8;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;
Louisa;F;-5;-7;-8;;-8;;;-7;-4;;;;;;-7;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Louise;F;-3;-2;-4;;-2;;;-3;-2;-2;-4;-7;-7;-7;-3;;-1;-7;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lovel;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lowri;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Loy;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lubomir;M;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;
Luc;M;-8;;;;;;;-2;-1;-2;-4;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luci;F;-8;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucie;F;-8;-7;;;;;;-3;-4;-3;-5;-6;-7;-8;-5;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucille;F;-8;-8;-5;;;;;-8;-8;;-8;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucinda;F;-7;;-6;-8;;-4;-8;;;;-8;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;
Łucja;F;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucjan;M;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucjana;F;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucy;F;-4;-5;-5;;-7;;;;-7;;-5;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucylla;F;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucyna;F;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ludmiła;F;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ludwik;M;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ludwika;F;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Łukasz;M;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luke;M;-6;-5;-5;;-8;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luned;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lunn;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luther;M;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lyall;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lydia;F;-6;;-5;;-4;;-8;-5;-4;-5;-5;-4;-4;-4;-4;;-6;-8;;;-7;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;
Lyla;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lyn;?F;-6;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lynda;F;-4;-7;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lyndsay;?F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lyndsey;?F;-7;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lyndy;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lynette;F;-6;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lynn;?F;-3;-6;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lynne;F;-4;-8;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lynsey;F;-6;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mabel;F;-4;;-7;;;;-8;;;;-8;;;;;;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;
Mabli;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mac;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maciej;M;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mack;M;-8;;-7;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mackenzie;?;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maddie;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madeleine;F;-6;-6;-8;;;;;-2;-3;-3;-7;;-7;-7;-3;;-8;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madeline;F;-6;-6;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madge;F;-6;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madoc;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mae;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
