name;gender;Great Britain;Ireland;U.S.A.;Italy;Malta;Portugal;Spain;France;Belgium;Luxembourg;the Netherlands;East Frisia;Germany;Austria;Swiss;Iceland;Denmark;Norway;Sweden;Finland;Estonia;Latvia;Lithuania;Poland;Czech Republic;Slovakia;Hungary;Romania;Bulgaria;Bosnia and Herzegovina;Croatia;Kosovo;Macedonia;Montenegro;Serbia;Slovenia;Albania;Greece;Russia;Belarus;Moldova;Ukraine;Armenia;Azerbaijan;Georgia;Kazakhstan/Uzbekistan,etc.;Turkey;Arabia/Persia;Israel;China;India/Sri Lanka;Japan;Korea;Vietnam;other countries
Jena;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jenifer;F;-7;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jenna;F;-8;;-5;;;;;;-8;;-8;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jennet;F;-8;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;
Jenni;F;-8;;-8;;;;;;;;;-7;;-8;-8;;-8;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jennie;F;-6;-7;-6;;;;;;;;-6;;;;;;-8;-8;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jennifer;F;-2;-1;-1;;-5;;;-4;-5;-5;-6;-6;-5;-6;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jenny;F;-5;-7;-5;;-8;;;-7;-3;;-4;-5;-6;-8;-6;-7;-4;-5;-2;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;
Jenson;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jeremiah;M;-8;-4;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jeremy;M;-4;-5;-3;;-6;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jerry;M;-8;-7;;;-7;;;;;;;;;;-8;;-8;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jerzy;M;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jesse;M;-8;;;;;;;;-8;;-7;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;
Jessi;?F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jessica;F;-6;-4;-2;-8;;;-8;-4;-5;-3;-4;-4;-4;-8;-5;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jessie;?F;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jewel;?F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jill;F;-3;-5;-4;;-7;;;;;;-7;;;;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jillian;F;-5;-6;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jilly;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jim;M;-7;-3;-4;;;;;;-8;-5;-6;;;;;;-5;-7;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jimmy;M;-8;;-4;;-5;;;-5;-5;;-8;;;;;;-4;-8;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;
Jinny;?F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jo;F;-7;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joachim;M;;;;;;;;-7;-5;-6;;-2;-1;-4;-5;;-6;-5;-6;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joan;F;-1;-3;-3;;-3;;;;;;;;;;;;-3;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joann;F;-8;-7;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joanna;F;-4;;-5;;-5;;;;-3;;-8;-7;;-7;-7;;;;;-6;;;;0;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;
Joanne;F;-2;-3;-4;;-2;;;-8;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jocelin;?;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jocelyn;F;-7;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jock;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jodie;F;-7;-8;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jody;?F;-8;;-5;;;;;;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joe;M;-7;-3;-3;;-2;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joel;M;-7;;-4;;;;-8;;;;;;-7;;-7;;-8;-8;-5;-6;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;
Johanna;F;-6;-5;;;;;;-6;-4;;-5;-3;-3;-1;-4;;-6;-7;-2;-2;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Johnathan;M;-8;-8;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Johnathon;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Johnnie;?M;-8;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Johnny;M;-8;;-3;;;;;-6;-4;-6;-4;;;;-7;;-2;-3;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Johnson;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Johnston;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joice;F;-8;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jolanta;F;;;;;;;;;;;;;-8;-7;-8;;;;;;;-4;-4;-1;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;
Jon;M;-6;;-4;;;;-6;;;;-8;;;;-7;;-5;-3;-6;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;
Jonah;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonathan;M;-2;-4;-3;;-5;;;-4;-4;-6;;;-7;-8;-6;;-7;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;
Jonathon;M;-6;-4;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jones;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joni;F;-8;-8;-7;;;;;;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonka;F;;;;;;;;;;;;;;;;;;;;;;;;-8;;-8;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joseph;M;-2;-2;-1;;2;;;-2;-1;-1;-8;-7;-7;-7;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;-4;;;;
Josephine;F;-3;-3;-5;;0;;;;-4;;-7;;-8;-8;-7;;-7;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joshua;M;-8;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;
Josie;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joss;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jowanka;F;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jowita;F;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joy;F;-4;-7;-4;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joyce;F;-1;-8;-3;;-6;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Józef;M;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Józefa;F;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jude;?M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;
Judith;F;-3;-4;-3;;-3;;-7;-7;-5;-5;-2;-6;-4;-4;-3;;-5;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;
Judy;F;-6;-7;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juli;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julia;F;-3;-3;-4;;-7;;-2;-5;-3;-5;-6;-3;-3;-4;-4;;-6;;-5;;-3;;;-6;;;;;-2;;;;;;;;;;0;-1;-6;0;;-3;;-1;;;-7;;;;;;
Julian;M;-4;-6;-6;;-8;;;;-8;;-8;;-7;-7;-7;;;;;;;;;-5;;;;;-3;;;;;;;;-4;;-8;;;;;;;;;;;;;;;;
Julianna;F;;-8;-8;;;;;;;;;;;-8;-8;;;;;-8;;;;-8;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianne;F;-8;-7;-7;;;;;;;;;;;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julie;F;-2;-4;-2;;-6;;;-3;-4;-3;;;;-7;-6;;-3;-5;;;;;;;-5;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;
Julieanne;F;-8;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juliet;F;-6;-6;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;-7;;;;;;;;;;
Julita;F;;;;;;;;;;;;;;;;;;;;;;-7;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juliusz;M;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
June;F;-2;-8;-5;;;;;;;;;;;;;;-6;-8;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jurek;M;;;;;;;;;;;;;;;;;;;;;;;;-7;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Justin;M;-5;-5;-3;;-8;;;-7;-7;-6;-7;;;-8;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;
Justine;F;-6;;-7;;;;;-5;-5;-6;;;;-6;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Justyn;M;;;-8;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Justyna;F;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kacper;M;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kady;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kajetan;M;;;;;;;;;;;;;-8;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kaleen;?;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kalina;F;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;-8;-5;;;;;;;;;;;;;;;;;;;;;;;;;;
Kam;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kamil;M;;;;;;;;;;;;;;;;;;;;;;;;-5;-5;-3;;;;;;;-5;;;;;;;;;;;-4;;;-3;-5;;;;;;;
Kamila;F;;;;;;;;;;;;;;;;;;;;;;;;-4;-4;-4;;;;;-8;;;;;;;;;;;;;-6;;-4;;;;;;;;;
Kamran;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;-6;;;;;;;
Kane;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kara;F;-8;;-5;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;
Karan;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karen;F;-2;-2;-1;;-4;;;-6;-5;;-5;-6;-5;-8;-6;-2;-1;-5;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;
Karina;F;;;-7;;;;;;-5;;-6;-6;-5;-6;-8;;-2;-5;-6;;;-4;;-7;;;;;;;;;;;;;;;-4;-6;;-5;;-3;;-5;;;;;;;;;
Karis;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karl;M;-5;-5;-5;;-5;;;;;-6;;-1;-1;0;-2;-1;-2;-4;-1;-6;-3;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;
Karly;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karol;M;;;;;;;;;;;;;;;;;;;;;;;;-4;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karolina;F;;;;;;;;;;;;-8;-8;-7;-8;;-8;;-5;;;;-7;-7;;;-8;;;;-5;;-7;;;;;-7;;;;;;;;;;;;;;;;;
Karyn;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kasia;?;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kat;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Katarzyna;F;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kate;F;-5;-4;-6;;;;;;;;;;;;;;-4;-6;;;;;;;;;;;;;-7;;-7;;;;;;;;;;;;;;;;;;;;;;
Katey;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kath;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Katharine;F;-6;;-7;;;;;;;;;-7;;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Katherine;F;-4;-3;-3;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kathie;F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kathleen;F;-1;-2;-2;;-5;;;-8;-4;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kathlyn;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kathrine;F;-8;;-8;;;;;;;;;-8;;-8;;;-4;-5;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kathryn;F;-4;-5;-3;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kathy;F;-7;-5;-3;;;;;;-5;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Katie;F;-5;-5;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Katrina;F;-6;-6;-5;;-8;;;;;;;;-8;-8;-8;;;-8;-8;;-8;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;
Katriona;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Katy;F;-7;;-8;;;;;-7;-7;;;;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kavan;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kay;?F;-4;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kayleigh;F;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kayley;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kaylie;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kayne;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kazik;M;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kazimiera;F;;;;;;;;;;;;;;;;;;;;;;;-3;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kazimierz;M;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kealey;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kean;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;
Keane;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keeley;?;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keelin;F;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keely;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keenan;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keir;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keira;F;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keiran;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keith;M;-2;-4;-3;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelley;?;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelli;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kellie;?F;-8;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelly;?F;-4;-7;-3;;-7;;;;-5;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelsie;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelvin;M;-6;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelvyn;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ken;M;-8;-6;-6;;;;;;-6;;;;;;;;-5;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;
Kendal;?M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kendra;F;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kendrick;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenn;M;-8;;-8;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kennedy;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenneth;M;-1;-3;-1;;-4;;;;-6;;;;;;;;-2;-4;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenrick;M;-8;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenyon;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keri;F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kern;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerr;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerri;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerrie;F;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerrin;F;-8;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerry;?F;-4;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerwin;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerys;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kester;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kev;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevan;M;-7;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keven;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevin;M;-2;-1;-2;;-3;;;-3;-4;-7;;-7;-6;-7;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;
Kevina;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevyn;?M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Key;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;
Kian;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kiara;F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kiera;F;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kieran;M;-7;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kieren;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kiernan;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kieron;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kierston;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kilian;M;;-7;;;;;;;;;;-8;-8;-8;-6;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kim;?F;-4;;-4;;;;;;-4;-4;-3;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
Kimberley;?F;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kinga;F;;;;;;;;;;;;;;;;;-8;;;;;;;-3;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kingsley;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;
Kirk;M;-8;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kirsten;F;-7;;-7;;;;;;-7;;-5;-4;-4;-8;-7;;0;-4;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kirsti;F;-8;;;;;;;;;;;;;;;;;-6;;-2;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kirstie;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kirstin;F;-8;;-8;;;;;;;;;-6;-6;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kirsty;F;-5;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kit;?M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
